GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.send.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv.FileDownloadChannel,76,0,8,0,9,0,11,0,7,0
Spark Project Core,org.apache.spark.rpc.netty,OneWayOutboxMessage..anonfun.onFailure.new Serializable() {...},18,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,OneWayOutboxMessage..anonfun.onFailure.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcHandler,271,23,16,0,38,5,33,2,25,2
Spark Project Core,org.apache.spark.rpc.netty,OnStop.,26,10,0,0,0,1,8,2,8,2
Spark Project Core,org.apache.spark.rpc.netty,OneWayMessage,113,17,21,0,1,2,26,3,15,3
Spark Project Core,org.apache.spark.rpc.netty,NettyStreamManager..anonfun.addFile.new Serializable() {...},78,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,RemoteProcessConnectionError.,33,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher..anonfun.postRemoteMessage.new Serializable() {...},11,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEndpointRef,103,66,12,2,10,8,16,7,9,7
Spark Project Core,org.apache.spark.rpc.netty,Inbox..anonfun.safelyCall.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,Inbox..anonfun.safelyCall.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,OnStop,23,0,0,0,0,0,7,0,7,0
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher.MessageLoop,36,40,6,4,3,6,4,3,0,2
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcHandler..anonfun.exceptionCaught.new Serializable() {...},5,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyStreamManager..anonfun.addJar.new Serializable() {...},78,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,OneWayMessage.,33,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher,200,323,9,9,14,57,27,21,19,20
Spark Project Core,org.apache.spark.rpc.netty,RpcFailure.,27,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.rpc.netty,RpcOutboxMessage.,36,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.rpc.netty,RemoteProcessConnected.,27,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.rpc.netty,RpcMessage,135,23,28,0,1,3,31,4,16,4
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher.MessageLoop..anonfun.run.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.new Serializable() {...},26,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.new Serializable() {...},20,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,OnStart.,26,10,0,0,0,1,8,2,8,2
Spark Project Core,org.apache.spark.rpc.netty,RpcEndpointVerifier,32,23,0,0,0,3,9,4,9,4
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv.FileDownloadCallback..anonfun.onFailure.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher..anonfun.stop.new Serializable() {...},2,13,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.deserialize.1..anonfun.apply.new Serializable() {...},22,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.asyncSetupEndpointRefByURI.new Serializable() {...},7,17,1,1,1,3,1,2,0,2
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher.EndpointData,5,33,1,1,0,6,2,4,1,4
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnvFactory,91,53,3,1,4,11,19,3,17,3
Spark Project Core,org.apache.spark.rpc.netty,RemoteProcessDisconnected.,27,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher..anonfun.postOneWayMessage.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv.FileDownloadChannel..anonfun.new Serializable() {...},23,0,2,0,1,0,4,0,3,0
Spark Project Core,org.apache.spark.rpc.netty,Dispatcher..anonfun.new Serializable() {...},6,20,1,1,0,2,2,2,1,2
Spark Project Core,org.apache.spark.rpc.netty,Inbox,156,201,9,13,10,37,25,20,19,15
Spark Project Core,org.apache.spark.rpc.netty,NettyStreamManager..anonfun.addDirectory.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,RemoteNettyRpcCallContext,20,0,0,0,5,0,2,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,RpcEndpointVerifier.CheckExistence,85,11,18,0,0,1,19,2,10,2
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.ask.new Serializable() {...},0,11,0,0,0,2,0,2,0,2
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.ask.new Serializable() {...},24,32,4,2,1,2,3,2,0,2
Spark Project Core,org.apache.spark.rpc.netty,NettyRpcEnv..anonfun.ask.new Serializable() {...},20,0,2,0,3,0,3,0,2,0
Spark Project Core,org.apache.spark.rpc.netty,NettyStreamManager,359,23,34,0,25,5,26,1,9,1
Spark Project Core,org.apache.spark.rpc.netty,OneWayOutboxMessage,229,0,22,0,5,0,47,0,36,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationAttemptInfo,321,41,61,0,3,9,64,5,30,5
Spark Project Core,org.apache.spark.status.api.v1,AccumulableInfo,27,0,0,0,5,0,5,0,5,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource,301,0,10,0,33,0,26,0,21,0
Spark Project Core,org.apache.spark.status.api.v1,TaskSorting,95,0,4,0,13,0,5,0,3,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.oneJob.new Serializable() {...},27,0,0,0,4,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,JobData,57,66,0,0,0,21,19,2,19,2
Spark Project Core,org.apache.spark.status.api.v1,UIRootFromServletContext,9,0,0,0,0,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationListResource..anonfun.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationListResource..anonfun.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.status.api.v1,ShuffleReadMetricDistributions,51,0,0,0,9,0,9,0,9,0
Spark Project Core,org.apache.spark.status.api.v1,TaskMetricDistributions,105,0,0,0,18,0,18,0,18,0
Spark Project Core,org.apache.spark.status.api.v1,OutputMetrics,0,15,0,0,0,3,0,3,0,3
Spark Project Core,org.apache.spark.status.api.v1,ApiRootResource,36,0,0,0,4,0,10,0,10,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.allExecutorList.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ErrorWrapper,112,0,18,0,1,0,25,0,16,0
Spark Project Core,org.apache.spark.status.api.v1,BadParameterException,59,0,0,0,6,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.taskSummary.new Serializable() {...},45,0,0,0,4,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApiRequestContext.class,6,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,RDDDataDistribution,24,27,0,0,0,9,8,1,8,1
Spark Project Core,org.apache.spark.status.api.v1,OneApplicationAttemptResource,20,0,0,0,5,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,UIRoot.class,9,0,0,0,5,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,StagesResource,96,0,0,0,6,0,16,0,16,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.executorList.new Serializable() {...},8,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,OutputMetricDistributions,15,0,0,0,3,0,3,0,3,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationListResource..anonfun.appList.1..anonfun.apply.new Serializable() {...},33,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,StageStatus,5,54,0,0,1,6,1,1,1,1
Spark Project Core,org.apache.spark.status.api.v1,JacksonMessageWriter..anon.new ObjectMapper() {...},7,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,SimpleDateParam,64,0,0,0,14,0,4,0,4,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationStatus,29,0,0,0,4,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,BaseAppResource..anonfun.new Serializable() {...},14,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,BaseAppResource..anonfun.new Serializable() {...},23,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApiRootResource.,35,0,0,0,8,0,3,0,3,0
Spark Project Core,org.apache.spark.status.api.v1,OneApplicationAttemptResource..anonfun.getAttempt.new Serializable() {...},51,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,OneApplicationAttemptResource..anonfun.getAttempt.new Serializable() {...},20,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,OneApplicationAttemptResource..anonfun.getAttempt.1..anonfun.apply.new Serializable() {...},30,0,8,0,1,0,6,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ShuffleWriteMetricDistributions,21,0,0,0,4,0,4,0,4,0
Spark Project Core,org.apache.spark.status.api.v1,ShuffleReadMetrics,0,45,0,0,0,8,0,8,0,8
Spark Project Core,org.apache.spark.status.api.v1,JacksonMessageWriter.,26,0,0,0,5,0,3,0,3,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationAttemptInfo.,37,20,2,0,1,1,6,3,5,3
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.oneAttemptData.1..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.environmentInfo.new Serializable() {...},7,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.getEventLogs.new Serializable() {...},4,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.getEventLogs.new Serializable() {...},4,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ForbiddenException,8,0,0,0,2,0,1,0,1,0
Spark Project Core,org.apache.spark.status.api.v1,BaseAppResource..anonfun.withUI.new Serializable() {...},57,0,4,0,5,0,4,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.taskSummary.1..anonfun.apply.new Serializable() {...},53,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,RuntimeInfo,9,12,0,0,0,3,3,1,3,1
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anon.new StreamingOutput() {...},31,0,2,0,4,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationEnvironmentInfo,9,18,0,0,0,5,3,2,3,2
Spark Project Core,org.apache.spark.status.api.v1,InputMetricDistributions,15,0,0,0,3,0,3,0,3,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationListResource..anonfun.appList.1..anonfun.new Serializable() {...},10,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ShuffleWriteMetrics,0,21,0,0,0,4,0,4,0,4
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.rddList.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,InputMetrics,0,15,0,0,0,3,0,3,0,3
Spark Project Core,org.apache.spark.status.api.v1,RDDPartitionInfo,6,27,0,0,0,6,2,4,2,4
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.stageData.new Serializable() {...},53,0,2,0,5,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,MemoryMetrics,12,15,0,0,0,5,4,1,4,1
Spark Project Core,org.apache.spark.status.api.v1,ErrorWrapper.,27,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.taskList.new Serializable() {...},32,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationInfo.,29,19,2,0,0,1,4,3,3,3
Spark Project Core,org.apache.spark.status.api.v1,StageData,96,111,0,0,0,35,32,3,32,3
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.rddData.new Serializable() {...},44,0,0,0,4,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,OneApplicationResource,17,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,JacksonMessageWriter,67,0,2,0,11,0,7,0,6,0
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.stageList.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,OneApplicationResource..anonfun.getApp.new Serializable() {...},24,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,NotFoundException,15,0,0,0,5,0,1,0,1,0
Spark Project Core,org.apache.spark.status.api.v1,SecurityFilter,64,0,2,0,8,0,8,0,7,0
Spark Project Core,org.apache.spark.status.api.v1,ExecutorStageSummary,45,48,0,0,0,16,15,1,15,1
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.taskSummary.1..anonfun.new Serializable() {...},19,0,0,0,5,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,UIRootFromServletContext.,28,0,0,0,4,0,5,0,5,0
Spark Project Core,org.apache.spark.status.api.v1,TaskMetrics,0,87,0,0,0,15,0,15,0,15
Spark Project Core,org.apache.spark.status.api.v1,RDDStorageInfo,24,33,0,0,0,10,8,2,8,2
Spark Project Core,org.apache.spark.status.api.v1,ApplicationListResource,141,0,30,0,14,0,23,0,8,0
Spark Project Core,org.apache.spark.status.api.v1,AbstractApplicationResource..anonfun.jobsList.new Serializable() {...},12,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ExecutorSummary,66,81,0,0,0,25,22,3,22,3
Spark Project Core,org.apache.spark.status.api.v1,BaseAppResource.class,62,0,0,0,5,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,VersionInfo,9,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,TaskData,93,0,0,0,15,0,17,0,17,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationInfo,243,35,60,0,0,8,57,4,24,4
Spark Project Core,org.apache.spark.status.api.v1,StagesResource..anonfun.oneAttemptData.new Serializable() {...},116,0,2,0,9,0,3,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,ApplicationListResource..anonfun.appList.new Serializable() {...},59,0,12,0,4,0,8,0,2,0
Spark Project Core,org.apache.spark.status.api.v1,TaskData.,12,0,0,0,3,0,4,0,4,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.getValues.new Serializable() {...},0,8,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage.memory,PartiallyUnrolledIterator,425,0,10,0,20,0,97,0,92,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.org.apache.spark.storage.memory.MemoryStore..getRddId.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,DeserializedMemoryEntry,145,26,24,0,1,4,28,4,15,4
Spark Project Core,org.apache.spark.storage.memory,DeserializedValuesHolder,0,43,0,0,0,6,0,8,0,8
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.reserveUnrollMemoryForThisTask.new Serializable() {...},0,8,0,0,0,1,0,3,0,3
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.new Serializable() {...},9,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.new Serializable() {...},15,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.new Serializable() {...},83,0,0,0,3,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.new Serializable() {...},2,28,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.new Serializable() {...},90,0,2,0,3,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putBytes.new Serializable() {...},27,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putBytes.new Serializable() {...},2,50,1,1,0,2,1,2,0,2
Spark Project Core,org.apache.spark.storage.memory,PartiallySerializedBlock..anonfun.8..anonfun.apply.new Serializable() {...},16,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.new Serializable() {...},33,0,2,0,3,0,4,0,3,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.new Serializable() {...},59,0,4,0,8,0,5,0,3,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.new Serializable() {...},81,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.new Serializable() {...},73,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.new Serializable() {...},20,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.new Serializable() {...},19,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.currentTaskAttemptId.new Serializable() {...},0,8,0,0,0,1,0,3,0,3
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.currentTaskAttemptId.new Serializable() {...},0,6,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage.memory,SerializedValuesHolder..anon.new MemoryEntryBuilder() {...},32,0,2,0,4,0,4,0,3,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore,716,735,79,31,108,115,71,34,21,29
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.evictBlocksToFreeSpace.5..anonfun.apply.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putIteratorAsBytes.new Serializable() {...},33,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,SerializedValuesHolder,107,0,6,0,16,0,11,0,8,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.logMemoryUsage.new Serializable() {...},146,0,2,0,4,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.logUnrollFailureMessage.new Serializable() {...},70,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,DeserializedMemoryEntry.,37,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.currentUnrollMemoryForThisTask.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.currentUnrollMemoryForThisTask.new Serializable() {...},8,0,0,0,1,0,3,0,3,0
Spark Project Core,org.apache.spark.storage.memory,SerializedMemoryEntry,140,24,32,0,1,4,32,4,15,4
Spark Project Core,org.apache.spark.storage.memory,RedirectableOutputStream,32,0,0,0,7,0,7,0,7,0
Spark Project Core,org.apache.spark.storage.memory,DeserializedValuesHolder..anon.new MemoryEntryBuilder() {...},2,37,1,1,0,5,1,3,0,3
Spark Project Core,org.apache.spark.storage.memory,SerializedMemoryEntry.,36,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.storage.memory,SerializedValuesHolder..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,SerializedValuesHolder..anonfun.new Serializable() {...},6,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.clear.new Serializable() {...},0,5,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putIterator.new Serializable() {...},27,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putIterator.new Serializable() {...},2,3,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putIterator.new Serializable() {...},67,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.putIterator.new Serializable() {...},2,51,1,1,0,2,1,2,0,2
Spark Project Core,org.apache.spark.storage.memory,MemoryStore..anonfun.remove.new Serializable() {...},78,14,1,1,1,1,2,1,1,1
Spark Project Core,org.apache.spark.storage.memory,PartiallySerializedBlock..anonfun.new Serializable() {...},17,0,2,0,2,0,3,0,2,0
Spark Project Core,org.apache.spark.storage.memory,PartiallySerializedBlock,209,0,12,0,49,0,17,0,11,0
Spark Project Core,org.apache.spark.internal.config,ConfigReader..anonfun.org.apache.spark.internal.config.ConfigReader..substitute.1..anonfun.apply.new Serializable() {...},50,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.internal.config,ConfigReader..anonfun.org.apache.spark.internal.config.ConfigReader..substitute.new Serializable() {...},92,14,5,1,9,1,4,1,1,1
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.stringConf.new Serializable() {...},0,5,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,package.,135,1217,0,0,0,373,45,45,45,45
Spark Project Core,org.apache.spark.internal.config,SparkConfigProvider,1,24,1,1,1,3,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigReader,28,80,1,1,5,14,4,8,3,8
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.booleanConf.new Serializable() {...},2,15,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder,112,180,18,0,2,22,25,21,16,21
Spark Project Core,org.apache.spark.internal.config,ConfigEntryWithDefault..anonfun.readFrom.new Serializable() {...},2,12,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,EnvProvider,5,3,0,0,1,1,1,1,1,1
Spark Project Core,org.apache.spark.internal.config,TypedConfigBuilder..anonfun.checkValue.new Serializable() {...},6,17,1,1,0,3,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigEntry.,10,38,1,1,1,5,3,4,2,4
Spark Project Core,org.apache.spark.internal.config,MapProvider,13,0,0,0,2,0,2,0,2,0
Spark Project Core,org.apache.spark.internal.config,ConfigReader..anonfun.org.apache.spark.internal.config.ConfigReader..substitute.1..anonfun.new Serializable() {...},26,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.internal.config,ConfigReader..anonfun.org.apache.spark.internal.config.ConfigReader..substitute.1..anonfun.new Serializable() {...},10,0,0,0,1,0,2,0,2,0
Spark Project Core,org.apache.spark.internal.config,ConfigReader..anonfun.org.apache.spark.internal.config.ConfigReader..substitute.1..anonfun.new Serializable() {...},21,0,2,0,1,0,3,0,2,0
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.intConf.new Serializable() {...},2,21,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.doubleConf.new Serializable() {...},2,21,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder.,27,0,2,0,1,0,7,0,6,0
Spark Project Core,org.apache.spark.internal.config,TypedConfigBuilder..anonfun.createWithDefault.new Serializable() {...},6,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.internal.config,ConfigHelpers.,137,148,3,3,5,15,3,11,0,11
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.bytesConf.new Serializable() {...},0,12,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.bytesConf.new Serializable() {...},0,12,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,TypedConfigBuilder..anonfun.createWithDefaultString.new Serializable() {...},6,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.doubleConf.1..anonfun.apply.new Serializable() {...},0,11,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigReader..anonfun.get.new Serializable() {...},2,13,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,TypedConfigBuilder..anonfun.transform.new Serializable() {...},2,20,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,TypedConfigBuilder..anonfun.createOptional.new Serializable() {...},6,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.internal.config,FallbackConfigEntry,28,30,0,0,1,4,1,3,1,3
Spark Project Core,org.apache.spark.internal.config,ConfigEntryWithDefaultString,12,28,0,0,2,4,2,2,2,2
Spark Project Core,org.apache.spark.internal.config,ConfigHelpers,47,0,0,0,0,0,9,0,9,0
Spark Project Core,org.apache.spark.internal.config,ConfigEntry..anonfun.readString.1..anonfun.apply.new Serializable() {...},2,18,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,SparkConfigProvider..anonfun.get.new Serializable() {...},2,19,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.intConf.1..anonfun.apply.new Serializable() {...},0,11,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigEntry..anonfun.registerEntry.new Serializable() {...},28,6,0,0,0,1,1,1,1,1
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.longConf.new Serializable() {...},2,21,1,1,0,1,1,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigEntry..anonfun.readString.new Serializable() {...},0,14,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigReader.,0,20,0,0,0,2,0,3,0,3
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.timeConf.new Serializable() {...},0,12,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,ConfigBuilder..anonfun.timeConf.new Serializable() {...},0,12,0,0,0,1,0,2,0,2
Spark Project Core,org.apache.spark.internal.config,SystemProvider,5,3,0,0,1,1,1,1,1,1
Spark Project Core,org.apache.spark.internal.config,TypedConfigBuilder..anonfun.checkValues.new Serializable() {...},53,18,2,2,2,3,2,2,0,2
