spec,class,className,method,location,error,expecting
IvParameterSpecSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:45,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:45,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:47,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:47,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.basic.brokencrypto.BrokenCrypto2,BrokenCrypto2,main,BrokenCrypto2.java:29,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found Blowfish."
KeyGeneratorSpec,main.java.org.cambench.cap.basic.brokencrypto.BrokenCrypto2,BrokenCrypto2,main,BrokenCrypto2.java:29,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:46,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:46,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:46,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:46,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.staticiv.StaticIv2,StaticIv2,main,StaticIv2.java:48,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.staticiv.StaticIv2,StaticIv2,main,StaticIv2.java:48,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:45,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:45,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth3.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:35,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth3.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.pathsensitivity.advanced.pathdepth3.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:49,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.interprocedural2.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:38,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.interprocedural2.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:38,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.basic.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:33,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.basic.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:33,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:32,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:32,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.fieldpath.falsepositive.smallkeysize.SmallKeySize2,SmallKeySize2,main,SmallKeySize2.java:44,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokencrypto.BrokenCrypto2,BrokenCrypto2,main,BrokenCrypto2.java:41,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found Blowfish."
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokencrypto.BrokenCrypto2,BrokenCrypto2,main,BrokenCrypto2.java:41,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:44,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:44,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:40,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:40,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:39,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:39,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:40,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.inter2field.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:42,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:45,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2object.truepositive.staticiv.StaticIv1,StaticIv1,method1,StaticIv1.java:45,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.interprocedural2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:37,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.interprocedural2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.interprocedural2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:38,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.interprocedural2.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method1,SmallKeySize1.java:40,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:32,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:32,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:38,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found SHA-1."
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:38,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.contextpath.truepositive.brokenhash.BrokenHash2,BrokenHash2,main,BrokenHash2.java:39,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.brokenhash.BrokenHash2,BrokenHash2,method1,BrokenHash2.java:33,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found SHA-1."
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.brokenhash.BrokenHash2,BrokenHash2,method1,BrokenHash2.java:33,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.brokenhash.BrokenHash2,BrokenHash2,method1,BrokenHash2.java:34,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.interprocedural3.falsepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method2,SmallKeySize1.java:45,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:37,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:37,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:38,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:38,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:38,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:48,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.mixedsensitivities.inter2context.truepositive.insecurerandom.InsecureRandom1,InsecureRandom1,method1,InsecureRandom1.java:48,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.interprocedural2.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,method1,CorrectedKeySize.java:40,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.contextsensitivity.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:40,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.contextsensitivity.falsepositive.insecurerandom.InsecureRandom1,InsecureRandom1,main,InsecureRandom1.java:40,InvalidSequenceOfMethodCalls,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth3.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:43,UnsatisfiedConstraint,unknown
IvParameterSpecSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth3.truepositive.staticiv.StaticIv1,StaticIv1,main,StaticIv1.java:43,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:38,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.pathsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:38,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:31,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:31,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.fieldsensitivity.advanced.fielddepth2.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:32,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:40,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.objectpath.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:40,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.inter2flow.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,method1,CorrectedKeySize.java:40,InvalidSequenceOfMethodCalls,unknown
PBEParameterSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.pbeparameters.PBEParameters2,PBEParameters2,main,PBEParameters2.java:30,UnsafeAlgorithm,expecting at least 1000 iterations and a randomized salt.
PBEParameterSpec,main.java.org.cambench.cap.flowsensitivity.truepositive.pbeparameters.PBEParameters2,PBEParameters2,main,PBEParameters2.java:30,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:29,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:29,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.contextsensitivity.truepositive.brokenhash.BrokenHash1,BrokenHash1,main,BrokenHash1.java:30,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.contextsensitivity.advanced.callsites5.truepositive.smallkeysize.CorrectedKeySize,CorrectedKeySize,main,CorrectedKeySize.java:36,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.interprocedural3.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method2,SmallKeySize1.java:42,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.interprocedural3.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method2,SmallKeySize1.java:42,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.interprocedural3.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method2,SmallKeySize1.java:43,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.interprocedural3.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,method2,SmallKeySize1.java:45,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidKeySize,invalid key size for algorithm RSA.
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:34,InvalidSequenceOfMethodCalls,unknown
KeyPairGeneratorSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:35,InvalidSequenceOfMethodCalls,unknown
KeyPairSpec,main.java.org.cambench.cap.mixedsensitivities.contextflow.truepositive.smallkeysize.SmallKeySize1,SmallKeySize1,main,SmallKeySize1.java:37,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.interprocedural3.truepositive.brokenhash.BrokenHash1,BrokenHash1,method2,BrokenHash1.java:38,UnsafeAlgorithm,"expecting one of {SHA-256, SHA-384, SHA-512} but found MD5."
MessageDigestSpec,main.java.org.cambench.cap.interprocedural3.truepositive.brokenhash.BrokenHash1,BrokenHash1,method2,BrokenHash1.java:38,InvalidSequenceOfMethodCalls,unknown
MessageDigestSpec,main.java.org.cambench.cap.interprocedural3.truepositive.brokenhash.BrokenHash1,BrokenHash1,method2,BrokenHash1.java:39,InvalidSequenceOfMethodCalls,unknown
KeyGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:32,UnsafeAlgorithm,"expecting one ofAES,HmacSHA256,HmacSHA384,HmacSHA512 but found DES."
KeyGeneratorSpec,main.java.org.cambench.cap.objectsensitivity.truepositive.brokencrypto.BrokenCrypto1,BrokenCrypto1,main,BrokenCrypto1.java:32,InvalidSequenceOfMethodCalls,unknown
